,Zipcode,Hospital overall rating,Emergency Services_Yes
1066,35594,4.0,1.0
1067,35601,2.0,1.0
1068,35611,2.0,0.0
1069,35631,2.0,1.0
1070,35650,4.0,1.0
1071,35653,3.0,1.0
1072,35660,2.0,1.0
1073,35661,3.0,1.0
1074,35768,3.0,1.0
1075,35801,3.0,1.0
1076,35901,3.0,1.0
1077,35903,2.0,1.0
1078,35957,3.0,1.0
1079,35960,4.0,1.0
1080,35968,3.0,1.0
1081,36027,3.0,1.0
1082,36033,3.0,1.0
1083,36037,3.0,1.0
1084,36049,3.0,1.0
1085,36067,4.0,1.0
1086,36078,4.0,1.0
1087,36081,3.0,1.0
1088,36089,3.0,1.0
1089,36092,3.0,1.0
1090,36106,3.0,1.0
1091,36116,3.0,1.0
1092,36117,5.0,1.0
1093,36201,3.0,1.0
1094,36207,2.0,1.0
1095,36251,3.0,1.0
1096,36265,3.0,1.0
1097,36278,4.0,1.0
1098,36301,3.0,1.0
1099,36305,4.0,1.0
1100,36330,3.0,1.0
1101,36340,3.0,1.0
1102,36360,4.0,1.0
1103,36401,3.0,1.0
1104,36420,3.0,1.0
1105,36426,2.0,1.0
1106,36451,3.0,1.0
1107,36460,3.0,1.0
1108,36467,2.0,1.0
1109,36502,4.0,1.0
1110,36507,2.0,1.0
1111,36532,4.0,1.0
1112,36535,3.0,1.0
1113,36545,3.0,1.0
1114,36608,2.0,1.0
1115,36617,3.0,1.0
1116,36652,2.0,1.0
1117,36701,3.0,1.0
1118,36732,3.0,1.0
1119,36801,4.0,1.0
1120,36853,3.0,1.0
1121,36867,4.0,1.0
1122,37030,3.0,1.0
1123,37040,2.0,1.0
1124,37055,3.0,1.0
1125,37061,3.0,1.0
1126,37066,2.0,1.0
1127,37067,4.0,1.0
1128,37075,3.0,1.0
1129,37076,3.0,1.0
1130,37083,2.0,1.0
1131,37087,3.0,1.0
1132,37096,3.0,1.0
1133,37110,3.0,1.0
1134,37129,3.0,1.0
1135,37160,1.0,1.0
1136,37166,4.0,1.0
1137,37167,3.0,1.0
1138,37172,3.0,1.0
1139,37185,2.0,1.0
1140,37190,3.0,1.0
1141,37203,3.0,1.0
1142,37205,4.0,1.0
1143,37207,2.0,1.0
1144,37208,2.0,1.0
1145,37211,3.0,1.0
1146,37232,3.0,1.0
1147,37236,4.0,1.0
1148,37311,2.0,1.0
1149,37321,3.0,1.0
1150,37334,2.0,1.0
1151,37355,3.0,1.0
1152,37371,3.0,1.0
1153,37388,2.0,1.0
1154,37398,2.0,1.0
1155,37403,2.0,1.0
1156,37404,3.5,1.0
1157,37604,3.0,1.0
1158,37620,3.0,1.0
1159,37643,4.0,1.0
1160,37650,3.0,1.0
1161,37660,3.0,1.0
1162,37662,3.0,1.0
1163,37743,3.0,1.0
1164,37745,3.0,1.0
1165,37748,3.0,1.0
1166,37760,3.0,0.0
1167,37762,3.0,1.0
1168,37766,2.0,1.0
1169,37772,4.0,1.0
1170,37804,2.0,1.0
1171,37814,1.5,1.0
1172,37821,3.0,1.0
1173,37830,3.0,1.0
1174,37857,4.0,1.0
1175,37862,3.0,1.0
1176,37874,3.0,1.0
1177,37879,3.0,1.0
1178,37916,4.0,1.0
1179,37917,2.0,1.0
1180,37920,3.0,1.0
1181,37923,3.0,1.0
1182,38019,3.0,1.0
1183,38024,2.0,1.0
1184,38063,3.0,1.0
1185,38103,2.0,1.0
1186,38104,2.0,1.0
1187,38118,2.0,1.0
1188,38119,3.0,1.0
1189,38120,2.0,1.0
1190,38133,3.0,1.0
1191,38201,3.0,1.0
1192,38237,3.0,1.0
1193,38242,3.0,1.0
1194,38261,3.0,1.0
1195,38301,3.0,1.0
1196,38305,3.0,1.0
1197,38320,3.0,1.0
1198,38344,3.0,1.0
1199,38351,3.0,1.0
1200,38358,4.0,1.0
1201,38363,3.0,1.0
1202,38372,3.0,1.0
1203,38401,4.0,1.0
1204,38464,4.0,1.0
1205,38478,4.0,1.0
1206,38485,3.0,1.0
1207,38501,3.0,1.0
1208,38555,3.0,1.0
1209,38556,3.0,1.0
1210,38570,2.0,1.0
1211,38583,3.0,1.0
1212,38606,3.0,1.0
1213,38614,2.0,1.0
1214,38635,3.0,1.0
1215,38652,4.0,1.0
1216,38654,4.0,1.0
1217,38655,4.0,1.0
1218,38668,3.0,1.0
1219,38671,2.0,1.0
1220,38704,2.0,1.0
1221,38732,2.0,1.0
1222,38751,3.0,1.0
1223,38801,3.0,1.0
1224,38821,3.0,1.0
1225,38829,4.0,1.0
1226,38834,2.0,1.0
1227,38852,4.0,1.0
1228,38863,3.0,1.0
1229,38901,2.0,1.0
1230,38916,3.0,1.0
1231,38930,2.0,1.0
1232,38965,4.0,0.0
1233,39042,2.0,1.0
1234,39046,3.0,1.0
1235,39074,4.0,1.0
1236,39083,3.0,1.0
1237,39090,3.0,1.0
1238,39095,3.0,1.0
1239,39111,3.0,1.0
1240,39114,3.0,1.0
1241,39117,4.0,1.0
1242,39120,2.0,1.0
1243,39183,2.0,1.0
1244,39194,2.0,1.0
1245,39202,3.0,1.0
1246,39204,2.0,1.0
1247,39216,2.0,1.0
1248,39232,3.0,1.0
1249,39301,2.5,1.0
1250,39339,3.0,1.0
1251,39350,3.0,1.0
1252,39367,3.0,1.0
1253,39402,3.0,1.0
1254,39404,2.0,1.0
1255,39428,3.0,1.0
1256,39429,3.0,1.0
1257,39440,1.0,1.0
1258,39452,3.0,1.0
1259,39466,2.0,1.0
1260,39502,2.0,1.0
1261,39503,3.0,1.0
1262,39521,3.0,1.0
1263,39530,2.0,1.0
1264,39581,2.0,1.0
1265,39601,4.0,1.0
1266,39631,2.0,1.0
1267,39649,2.0,1.0
1268,39652,4.0,0.0
1269,39701,3.0,1.0
1270,39744,3.0,1.0
1271,39759,3.0,1.0
1272,39773,3.0,1.0
1273,39819,3.0,1.0
1274,39828,4.0,1.0
1275,39837,3.0,1.0
1276,39845,3.0,1.0
1277,40004,4.0,1.0
1278,40031,3.0,1.0
1279,40033,3.0,1.0
1280,40065,3.0,1.0
1281,40143,3.0,1.0
1282,40202,2.0,1.0
1283,40207,4.0,1.0
1284,40324,3.0,1.0
1285,40336,4.0,1.0
1286,40351,2.0,1.0
1287,40353,3.0,1.0
1288,40361,3.0,1.0
1289,40391,4.0,1.0
1290,40403,3.0,1.0
1291,40422,2.0,1.0
1292,40456,3.0,1.0
1293,40475,3.0,1.0
1294,40484,3.0,1.0
1295,40503,4.0,1.0
1296,40504,2.0,1.0
1297,40509,2.0,1.0
1298,40536,3.0,1.0
1299,40601,3.0,1.0
1300,40701,3.0,1.0
1301,40741,3.0,1.0
1302,40831,2.0,1.0
1303,40906,1.0,1.0
1304,40962,3.0,1.0
1305,40965,3.0,1.0
1306,40977,4.0,1.0
1307,41008,3.0,1.0
1308,41017,4.0,1.0
1309,41031,4.0,1.0
1310,41041,3.0,1.0
1311,41042,3.0,1.0
1312,41056,3.0,1.0
1313,41075,4.0,1.0
1314,41097,3.0,1.0
1315,41101,3.0,1.0
1316,41230,3.0,1.0
1317,41240,3.0,1.0
1318,41339,2.0,1.0
1319,41501,2.0,1.0
1320,41503,3.0,1.0
1321,41649,4.0,1.0
1322,41653,2.0,1.0
1323,41701,2.0,1.0
1324,41858,3.0,1.0
1325,42003,2.5,1.0
1326,42025,3.0,1.0
1327,42064,3.0,1.0
1328,42066,3.0,1.0
1329,42071,3.0,1.0
1330,42101,3.0,1.0
1331,42104,4.0,1.0
1332,42135,4.0,1.0
1333,42141,3.0,1.0
1334,42164,3.0,1.0
1335,42167,2.0,1.0
1336,42240,2.0,1.0
1337,42276,3.0,1.0
1338,42303,3.0,1.0
1339,42345,3.0,1.0
1340,42347,3.0,1.0
1341,42420,4.0,1.0
1342,42431,3.0,1.0
1343,42437,3.0,1.0
1344,42445,3.0,1.0
1345,42502,2.0,1.0
1346,42539,4.0,1.0
1347,42602,3.0,1.0
1348,42642,2.0,1.0
1349,42701,4.0,1.0
1350,42717,3.0,1.0
1351,42718,3.0,1.0
1352,42728,4.0,1.0
1353,42743,3.0,1.0
1354,42749,3.0,1.0
1355,42754,4.0,1.0
1356,43015,4.0,1.0
1357,43016,5.0,1.0
1358,43040,3.0,1.0
1359,43050,3.0,0.0
1360,43055,3.0,1.0
1361,43078,3.0,1.0
1362,43081,3.0,1.0
1363,43113,3.0,1.0
1364,43130,2.0,1.0
1365,43138,3.0,1.0
1366,43140,3.0,1.0
1367,43160,3.0,1.0
1368,43210,3.0,1.0
1369,43214,2.0,1.0
1370,43215,2.0,1.0
1371,43222,2.0,1.0
1372,43228,2.0,1.0
1373,43302,3.0,1.0
1374,43311,3.0,1.0
1375,43338,4.0,1.0
1376,43351,3.0,1.0
1377,43402,3.0,1.0
1378,43420,4.0,1.0
1379,43452,4.0,1.0
1380,43506,4.0,1.0
1381,43512,4.0,1.0
1382,43526,4.0,1.0
1383,43537,3.0,1.0
1384,43545,4.0,1.0
1385,43560,4.0,1.0
1386,43567,3.0,1.0
1387,43606,4.0,1.0
1388,43608,2.0,1.0
1389,43616,4.0,1.0
1390,43623,5.0,1.0
1391,43699,1.0,1.0
1392,43701,4.0,1.0
1393,43713,4.0,1.0
1394,43725,3.0,1.0
1395,43812,3.0,1.0
1396,43920,3.0,1.0
1397,43935,3.0,1.0
1398,43952,4.0,1.0
1399,44004,3.0,1.0
1400,44024,4.0,1.0
1401,44030,4.0,1.0
1402,44035,3.0,0.0
1403,44041,5.0,1.0
1404,44053,4.0,1.0
1405,44074,4.0,1.0
1406,44077,4.0,1.0
1407,44106,3.0,1.0
1408,44109,2.0,1.0
1409,44111,5.0,1.0
1410,44113,4.0,1.0
1411,44115,4.0,1.0
1412,44119,4.0,1.0
1413,44122,3.0,1.0
1414,44124,4.0,1.0
1415,44125,4.0,1.0
1416,44129,4.0,1.0
1417,44130,4.0,1.0
1418,44143,3.0,1.0
1419,44145,4.0,1.0
1420,44195,4.0,1.0
1421,44223,3.0,1.0
1422,44256,4.0,1.0
1423,44266,3.0,1.0
1424,44307,3.0,1.0
1425,44309,2.0,1.0
1426,44460,3.0,1.0
1427,44481,4.0,1.0
1428,44482,4.0,1.0
1429,44501,1.5,1.0
1430,44512,3.5,0.5
1431,44601,4.0,0.0
1432,44622,3.0,1.0
1433,44646,3.0,1.0
1434,44654,4.0,0.0
1435,44667,3.0,1.0
1436,44691,3.0,1.0
1437,44708,3.0,1.0
1438,44710,4.0,1.0
1439,44805,4.0,1.0
1440,44811,4.0,1.0
1441,44820,3.0,1.0
1442,44830,3.0,1.0
1443,44833,3.0,0.0
1444,44857,4.0,1.0
1445,44870,4.0,1.0
1446,44875,4.0,1.0
1447,44883,4.0,1.0
1448,44890,4.0,1.0
1449,44903,2.0,1.0
1450,45005,4.0,1.0
1451,45013,4.0,1.0
1452,45014,4.0,1.0
1453,45056,3.0,1.0
1454,45069,4.0,1.0
1455,45103,4.0,1.0
1456,45133,2.0,1.0
1457,45177,3.0,1.0
1458,45211,4.0,1.0
1459,45219,3.0,1.0
1460,45220,3.0,1.0
1461,45236,4.0,1.0
1462,45242,4.0,1.0
1463,45255,4.0,1.0
1464,45331,3.0,1.0
1465,45342,4.0,1.0
1466,45365,3.0,1.0
1467,45373,3.0,1.0
1468,45385,3.0,1.0
1469,45405,4.0,1.0
1470,45406,3.0,1.0
1471,45409,4.0,1.0
1472,45429,4.0,1.0
1473,45431,3.0,1.0
1474,45504,3.0,1.0
1475,45601,3.0,1.0
1476,45631,2.0,1.0
1477,45640,3.0,1.0
1478,45662,4.0,1.0
1479,45679,3.0,1.0
1480,45701,3.0,1.0
1481,45750,2.5,1.0
1482,45801,4.0,1.0
1483,45804,3.0,1.0
1484,45828,4.0,1.0
1485,45840,4.0,1.0
1486,45879,3.0,1.0
1487,45885,4.0,1.0
1488,45891,3.0,1.0
1489,46011,4.0,1.0
1490,46016,4.0,1.0
1491,46032,4.5,1.0
1492,46037,4.0,1.0
1493,46041,3.0,1.0
1494,46052,4.0,1.0
1495,46060,4.0,1.0
1496,46072,4.0,1.0
1497,46122,4.0,1.0
1498,46123,5.0,1.0
1499,46131,4.0,1.0
1500,46135,4.0,1.0
1501,46140,3.0,1.0
1502,46158,5.0,1.0
1503,46173,3.0,1.0
1504,46176,4.0,1.0
1505,46202,2.0,1.0
1506,46219,4.0,1.0
1507,46227,4.0,1.0
1508,46237,4.0,1.0
1509,46256,3.0,1.0
1510,46260,3.0,1.0
1511,46290,4.0,1.0
1512,46307,3.5,0.5
1513,46311,2.0,1.0
1514,46312,5.0,1.0
1515,46320,3.0,1.0
1516,46321,3.5,0.5
1517,46342,4.0,1.0
1518,46350,3.0,1.0
1519,46360,3.0,1.0
1520,46383,4.0,1.0
1521,46402,3.0,1.0
1522,46514,4.0,1.0
1523,46526,3.0,1.0
1524,46534,3.0,1.0
1525,46545,4.0,1.0
1526,46563,3.0,1.0
1527,46580,3.0,1.0
1528,46601,4.0,1.0
1529,46703,3.0,1.0
1530,46706,3.0,1.0
1531,46714,3.0,1.0
1532,46725,4.0,1.0
1533,46733,3.0,1.0
1534,46750,4.0,1.0
1535,46755,4.0,1.0
1536,46761,4.0,1.0
1537,46802,2.0,1.0
1538,46804,2.0,1.0
1539,46825,4.0,1.0
1540,46845,4.0,1.0
1541,46902,3.0,1.0
1542,46904,4.0,1.0
1543,46947,3.0,1.0
1544,46952,4.0,1.0
1545,46970,3.0,1.0
1546,46975,4.0,1.0
1547,46992,3.0,1.0
1548,46996,4.0,1.0
1549,47006,4.0,1.0
1550,47025,3.0,1.0
1551,47112,3.0,1.0
1552,47129,1.0,0.0
1553,47130,3.0,1.0
1554,47150,2.0,1.0
1555,47170,3.0,1.0
1556,47201,4.0,1.0
1557,47240,4.0,1.0
1558,47250,4.0,1.0
1559,47265,3.0,1.0
1560,47274,5.0,1.0
1561,47303,3.0,1.0
1562,47331,4.0,1.0
1563,47348,4.0,1.0
1564,47362,4.0,1.0
1565,47371,4.0,1.0
1566,47374,4.0,1.0
1567,47394,4.0,1.0
1568,47403,4.0,1.0
1569,47421,3.5,1.0
1570,47441,3.0,1.0
1571,47454,3.0,1.0
1572,47501,3.0,1.0
1573,47546,5.0,1.0
1574,47586,4.0,1.0
1575,47591,3.0,1.0
1576,47630,4.0,0.5
1577,47670,3.0,1.0
1578,47747,3.0,1.0
1579,47750,3.0,1.0
1580,47802,3.0,1.0
1581,47804,4.0,1.0
1582,47834,3.0,1.0
1583,47842,4.0,1.0
1584,47882,2.0,1.0
1585,47905,3.5,1.0
1586,47933,3.0,1.0
1587,47960,3.0,1.0
1588,47978,2.0,1.0
1589,47993,3.0,1.0
1590,48038,2.0,1.0
1591,48043,2.0,1.0
1592,48054,3.0,1.0
1593,48060,2.5,0.5
1594,48073,3.0,1.0
1595,48075,4.0,1.0
1596,48085,3.0,1.0
1597,48093,2.0,1.0
1598,48106,2.0,1.0
1599,48109,3.0,1.0
1600,48118,5.0,1.0
1601,48124,3.0,1.0
1602,48135,2.0,1.0
1603,48154,3.0,1.0
1604,48162,3.0,1.0
1605,48180,4.0,1.0
1606,48183,3.0,1.0
1607,48184,2.0,1.0
1608,48192,2.0,1.0
1609,48201,1.6666666666666667,0.6666666666666666
1610,48202,1.0,1.0
1611,48230,4.0,1.0
1612,48235,1.0,1.0
1613,48236,2.0,1.0
1614,48307,3.0,1.0
1615,48322,2.0,1.0
1616,48336,2.0,1.0
1617,48341,3.0,1.0
1618,48342,2.0,1.0
1619,48382,3.0,1.0
1620,48413,4.0,1.0
1621,48439,2.0,1.0
1622,48446,3.0,1.0
1623,48453,4.0,1.0
1624,48471,3.0,1.0
1625,48503,1.0,1.0
1626,48532,2.0,1.0
1627,48601,2.0,1.0
1628,48602,2.0,1.0
1629,48617,3.0,1.0
1630,48624,4.0,1.0
1631,48658,4.0,1.0
1632,48661,4.0,1.0
1633,48670,4.0,1.0
1634,48708,3.0,1.0
1635,48726,4.0,1.0
1636,48755,4.0,1.0
1637,48764,4.0,1.0
1638,48801,3.0,0.0
1639,48811,3.0,1.0
1640,48813,3.0,1.0
1641,48827,3.0,1.0
1642,48838,5.0,1.0
1643,48843,4.0,1.0
1644,48846,3.0,1.0
1645,48850,3.0,1.0
1646,48858,4.0,1.0
1647,48867,2.0,0.0
1648,48879,4.0,1.0
1649,48884,3.0,1.0
1650,48910,3.0,1.0
1651,48912,2.0,1.0
1652,49007,3.0,1.0
1653,49010,4.0,1.0
1654,49017,3.0,1.0
1655,49036,4.0,1.0
1656,49047,4.0,1.0
1657,49048,3.0,1.0
1658,49058,3.0,1.0
1659,49068,5.0,1.0
1660,49079,4.0,1.0
1661,49085,3.0,1.0
1662,49090,4.0,1.0
1663,49091,4.0,1.0
1664,49093,3.0,1.0
1665,49098,4.0,1.0
1666,49201,4.0,1.0
1667,49221,3.0,1.0
1668,49242,4.0,1.0
1669,49286,3.0,1.0
1670,49307,3.0,1.0
1671,49412,4.0,1.0
1672,49417,3.0,0.0
1673,49423,5.0,1.0
1674,49431,4.0,1.0
1675,49442,4.0,1.0
1676,49464,4.0,1.0
1677,49503,3.5,1.0
1678,49519,4.0,1.0
1679,49601,3.0,1.0
1680,49660,3.0,1.0
1681,49677,4.0,1.0
1682,49684,4.0,1.0
1683,49707,4.0,1.0
1684,49720,3.0,1.0
1685,49735,4.0,1.0
1686,49738,4.0,1.0
1687,49770,5.0,0.0
1688,49781,3.0,1.0
1689,49783,4.0,1.0
1690,49801,4.0,1.0
1691,49829,4.0,1.0
1692,49849,4.0,1.0
1693,49854,4.0,1.0
1694,49855,3.0,1.0
1695,49868,3.0,1.0
1696,49913,3.0,1.0
1697,49930,3.0,1.0
1698,49935,4.0,1.0
1699,49938,3.0,1.0
1700,49946,2.0,1.0
1701,50010,3.0,1.0
1702,50022,3.0,1.0
1703,50036,3.0,1.0
1704,50049,3.0,1.0
1705,50112,3.0,1.0
1706,50138,3.0,1.0
1707,50158,3.0,1.0
1708,50208,3.0,1.0
1709,50219,4.0,1.0
1710,50309,3.0,1.0
1711,50314,3.0,1.0
1712,50316,4.0,1.0
1713,50401,3.0,1.0
1714,50421,5.0,1.0
1715,50423,3.0,1.0
1716,50501,3.0,1.0
1717,50511,3.0,1.0
1718,50525,4.0,1.0
1719,50583,3.0,1.0
1720,50588,3.0,1.0
1721,50595,3.0,1.0
1722,50613,3.0,1.0
1723,50616,4.0,1.0
1724,50659,3.0,1.0
1725,50662,3.0,1.0
1726,50677,4.0,1.0
1727,50702,4.0,1.0
1728,50703,2.0,1.0
1729,50801,4.0,1.0
1730,51012,3.0,1.0
1731,51031,4.0,1.0
1732,51040,3.0,1.0
1733,51041,4.0,1.0
1734,51101,3.0,1.0
1735,51104,3.0,1.0
1736,51201,3.0,1.0
1737,51249,4.0,1.0
1738,51301,4.0,1.0
1739,51334,4.0,1.0
1740,51360,4.0,1.0
1741,51401,4.0,1.0
1742,51442,3.0,1.0
1743,51445,3.0,1.0
1744,51449,4.0,1.0
1745,51503,3.5,1.0
1746,51537,3.0,1.0
1747,51566,4.0,1.0
1748,51601,3.0,1.0
1749,51632,3.0,1.0
1750,52001,3.5,1.0
1751,52057,4.0,1.0
1752,52101,4.0,1.0
1753,52242,4.0,1.0
1754,52245,5.0,1.0
1755,52402,4.0,1.0
1756,52403,4.0,1.0
1757,52501,3.0,1.0
1758,52544,4.0,1.0
1759,52556,4.0,1.0
1760,52577,4.0,1.0
1761,52627,4.0,1.0
1762,52632,2.0,1.0
1763,52641,3.0,1.0
1764,52655,2.0,1.0
1765,52722,3.0,1.0
1766,52732,2.0,1.0
1767,52761,3.0,1.0
1768,52803,4.0,1.0
1769,53024,4.0,1.0
1770,53027,4.0,1.0
1771,53051,3.0,1.0
1772,53066,4.0,1.0
1773,53081,3.0,1.0
1774,53083,4.0,1.0
1775,53095,3.0,1.0
1776,53097,3.0,1.0
1777,53098,4.0,1.0
1778,53105,4.0,1.0
1779,53121,4.0,1.0
1780,53132,4.0,1.0
1781,53142,4.0,1.0
1782,53143,3.0,1.0
1783,53147,3.0,1.0
1784,53188,4.0,1.0
1785,53210,3.0,1.0
1786,53211,3.0,1.0
1787,53215,3.5,1.0
1788,53226,3.0,1.0
1789,53227,4.0,1.0
1790,53405,3.0,1.0
1791,53511,3.0,1.0
1792,53530,3.0,1.0
1793,53533,4.0,1.0
1794,53538,4.0,1.0
1795,53546,4.0,1.0
1796,53548,3.0,1.0
1797,53566,4.0,1.0
1798,53578,5.0,1.0
1799,53581,4.0,1.0
1800,53589,4.0,1.0
1801,53715,5.0,1.0
1802,53792,4.0,1.0
1803,53805,3.0,1.0
1804,53813,4.0,1.0
1805,53818,4.0,1.0
1806,53821,4.0,1.0
1807,53901,2.0,1.0
1808,53913,4.0,1.0
1809,53916,4.0,1.0
1810,53925,4.0,1.0
1811,53934,4.0,1.0
1812,53948,3.0,1.0
1813,53959,3.0,1.0
1814,53963,4.0,1.0
1815,54001,4.0,1.0
1816,54016,4.0,1.0
1817,54017,4.0,1.0
1818,54020,4.0,1.0
1819,54022,4.0,1.0
1820,54024,3.0,1.0
1821,54143,4.0,1.0
1822,54154,3.0,1.0
1823,54166,3.0,1.0
1824,54221,4.0,1.0
1825,54235,4.0,1.0
1826,54241,4.0,1.0
1827,54301,2.0,1.0
1828,54303,3.0,1.0
1829,54305,4.0,1.0
1830,54311,4.0,1.0
1831,54401,3.0,1.0
1832,54409,4.0,1.0
1833,54449,2.0,1.0
1834,54451,4.0,1.0
1835,54452,3.0,1.0
1836,54456,3.0,1.0
1837,54476,3.0,1.0
1838,54481,4.0,1.0
1839,54487,3.0,1.0
1840,54495,3.0,1.0
1841,54501,3.0,1.0
1842,54521,4.0,1.0
1843,54552,4.0,1.0
1844,54568,4.0,1.0
1845,54601,4.0,1.0
1846,54615,4.0,1.0
1847,54634,4.0,1.0
1848,54660,4.0,1.0
1849,54665,4.0,1.0
1850,54701,4.0,1.0
1851,54703,5.0,1.0
1852,54729,4.0,1.0
1853,54751,4.0,1.0
1854,54768,4.0,1.0
1855,54801,3.0,1.0
1856,54806,3.0,1.0
1857,54812,3.0,1.0
1858,54840,3.0,1.0
1859,54843,4.0,1.0
1860,54848,3.0,1.0
1861,54868,4.0,1.0
1862,54880,3.0,1.0
1863,54904,4.0,1.0
1864,54911,3.0,1.0
1865,54915,4.0,1.0
1866,54923,3.0,1.0
1867,54935,3.0,1.0
1868,54956,3.0,1.0
1869,54961,3.0,1.0
1870,54971,4.0,1.0
1871,54981,3.0,1.0
1872,55008,4.0,1.0
1873,55009,3.0,1.0
1874,55021,4.0,1.0
1875,55033,3.0,1.0
1876,55051,4.0,1.0
1877,55057,3.0,1.0
1878,55060,3.0,1.0
1879,55066,4.0,1.0
1880,55082,4.0,1.0
1881,55092,4.0,1.0
1882,55101,3.0,1.0
1883,55102,3.5,0.5
1884,55109,4.0,1.0
1885,55125,4.0,0.0
1886,55313,4.0,1.0
1887,55336,3.0,1.0
1888,55337,4.0,1.0
1889,55350,4.0,1.0
1890,55362,4.0,1.0
1891,55369,4.0,1.0
1892,55371,4.0,1.0
1893,55379,3.0,1.0
1894,55387,4.0,1.0
1895,55407,4.0,1.0
1896,55415,2.0,1.0
1897,55422,3.0,1.0
1898,55426,4.0,1.0
1899,55432,3.0,0.0
1900,55433,4.0,1.0
1901,55435,4.0,1.0
1902,55454,3.0,1.0
1903,55720,4.0,1.0
1904,55744,3.0,1.0
1905,55746,3.0,1.0
1906,55792,3.0,0.0
1907,55805,3.0,0.6666666666666666
1908,55902,5.0,1.0
1909,55904,3.0,1.0
1910,55987,3.0,1.0
1911,56001,3.0,1.0
1912,56007,4.0,1.0
1913,56013,3.0,1.0
1914,56031,3.0,1.0
1915,56071,4.0,1.0
1916,56073,4.0,1.0
1917,56082,4.0,1.0
1918,56085,4.0,1.0
1919,56156,4.0,1.0
1920,56187,4.0,1.0
1921,56201,4.0,1.0
1922,56241,3.0,1.0
1923,56258,3.0,1.0
1924,56265,3.0,1.0
1925,56267,4.0,1.0
1926,56283,4.0,1.0
1927,56303,4.0,1.0
1928,56308,3.0,1.0
1929,56334,4.0,1.0
1930,56345,3.0,1.0
1931,56352,4.0,1.0
1932,56359,3.0,1.0
1933,56362,4.0,1.0
1934,56401,3.0,1.0
1935,56431,4.0,1.0
1936,56441,3.0,1.0
1937,56470,3.0,1.0
1938,56479,4.0,1.0
1939,56482,3.0,1.0
1940,56501,4.0,1.0
1941,56520,3.0,1.0
1942,56537,4.0,1.0
1943,56542,3.0,1.0
1944,56573,4.0,1.0
1945,56601,3.0,1.0
1946,56701,3.0,1.0
1947,56716,4.0,1.0
1948,57006,4.0,1.0
1949,57078,4.0,1.0
1950,57108,5.0,1.0
1951,57117,4.0,1.0
1952,57201,3.0,1.0
1953,57301,4.0,1.0
1954,57366,3.0,0.0
1955,57401,5.0,1.0
1956,57402,4.0,1.0
1957,57501,4.0,1.0
1958,57601,3.0,1.0
1959,57701,3.0,1.0
1960,57783,4.0,1.0
1961,58054,4.0,1.0
1962,58104,4.0,1.0
1963,58122,3.0,1.0
1964,58201,3.0,1.0
1965,58220,3.0,1.0
1966,58301,3.0,1.0
1967,58368,3.0,1.0
1968,58401,3.0,1.0
1969,58421,4.0,1.0
1970,58474,3.0,1.0
1971,58501,4.0,1.0
1972,58506,3.0,1.0
1973,58601,3.0,1.0
1974,58639,4.0,1.0
1975,58701,1.0,1.0
1976,58801,3.0,1.0
1977,59047,3.0,1.0
1978,59101,4.0,1.0
1979,59230,3.0,1.0
1980,59270,3.0,1.0
1981,59301,3.0,1.0
1982,59405,4.0,1.0
1983,59457,4.0,1.0
1984,59501,2.0,1.0
1985,59601,3.0,1.0
1986,59701,3.0,1.0
1987,59711,3.0,1.0
1988,59715,3.0,1.0
1989,59725,4.0,1.0
1990,59804,3.0,1.0
1991,59806,4.0,1.0
1992,59840,3.0,1.0
1993,59860,3.0,1.0
1994,59864,4.0,1.0
1995,59901,4.0,1.0
1996,59923,3.0,1.0
1997,59937,3.0,1.0
1998,60005,3.0,1.0
1999,60007,4.0,1.0
2000,60010,5.0,1.0
2001,60033,4.0,1.0
2002,60045,3.0,1.0
2003,60048,5.0,1.0
2004,60050,5.0,1.0
2005,60068,3.0,1.0
2006,60085,3.0,1.0
2007,60098,4.0,1.0
2008,60099,4.0,1.0
2009,60115,4.0,1.0
2010,60123,3.5,1.0
2011,60126,4.0,1.0
2012,60134,4.0,1.0
2013,60139,3.0,1.0
2014,60153,2.0,1.0
2015,60160,3.0,1.0
2016,60190,3.0,1.0
2017,60194,4.0,1.0
2018,60201,3.0,1.0
2019,60202,2.0,0.0
2020,60302,3.0,1.0
2021,60304,4.0,1.0
2022,60402,2.0,1.0
2023,60406,2.0,1.0
2024,60426,3.0,1.0
2025,60429,4.0,0.0
2026,60435,2.0,1.0
2027,60440,2.0,1.0
2028,60450,4.0,1.0
2029,60451,4.0,1.0
2030,60453,3.0,1.0
2031,60461,1.0,1.0
2032,60463,4.0,1.0
2033,60504,3.0,1.0
2034,60506,3.0,1.0
2035,60515,4.0,1.0
2036,60521,4.0,1.0
2037,60525,5.0,1.0
2038,60540,3.0,1.0
2039,60548,4.0,1.0
2040,60608,2.0,1.0
2041,60611,3.0,1.0
2042,60612,2.3333333333333335,0.6666666666666666
2043,60613,2.0,1.0
2044,60615,3.0,1.0
2045,60616,2.0,1.0
2046,60617,2.5,1.0
2047,60621,2.0,1.0
2048,60622,3.0,1.0
2049,60623,3.0,1.0
2050,60625,3.0,1.0
2051,60628,2.0,1.0
2052,60629,1.0,1.0
2053,60631,4.0,1.0
2054,60634,3.0,1.0
2055,60637,3.0,1.0
2056,60640,2.5,1.0
2057,60644,3.0,1.0
2058,60649,1.0,1.0
2059,60657,2.0,1.0
2060,60805,2.0,1.0
2061,60901,4.0,1.0
