,Zipcode,Hospital overall rating,Emergency Services_Yes
2062,60936,4.0,1.0
2063,60942,3.0,1.0
2064,60970,2.0,1.0
2065,61021,3.0,1.0
2066,61032,3.0,1.0
2067,61068,4.0,1.0
2068,61081,4.0,1.0
2069,61103,3.0,1.0
2070,61104,4.0,0.0
2071,61108,3.0,1.0
2072,61201,2.0,1.0
2073,61254,4.0,1.0
2074,61282,3.0,1.0
2075,61342,4.0,1.0
2076,61350,3.0,1.0
2077,61354,4.0,1.0
2078,61356,3.0,1.0
2079,61362,4.0,1.0
2080,61401,3.0,1.0
2081,61455,3.0,1.0
2082,61462,4.0,1.0
2083,61520,3.0,1.0
2084,61530,4.0,1.0
2085,61554,3.0,1.0
2086,61614,3.0,1.0
2087,61636,4.0,1.0
2088,61637,3.0,1.0
2089,61701,4.0,1.0
2090,61761,3.0,1.0
2091,61764,4.0,1.0
2092,61801,3.0,1.0
2093,61832,2.0,1.0
2094,61938,3.0,0.0
2095,61944,4.0,0.0
2096,62002,3.0,1.0
2097,62040,2.0,1.0
2098,62049,2.0,1.0
2099,62052,3.0,1.0
2100,62056,3.0,1.0
2101,62062,3.0,1.0
2102,62207,2.0,1.0
2103,62220,3.0,1.0
2104,62226,4.0,1.0
2105,62230,4.0,0.0
2106,62233,3.0,1.0
2107,62246,4.0,1.0
2108,62249,4.0,1.0
2109,62278,3.0,1.0
2110,62301,3.0,1.0
2111,62321,4.0,1.0
2112,62363,3.0,1.0
2113,62401,4.0,1.0
2114,62439,3.0,1.0
2115,62450,3.0,1.0
2116,62454,4.0,1.0
2117,62521,2.0,1.0
2118,62526,3.0,1.0
2119,62565,3.0,1.0
2120,62568,4.0,1.0
2121,62626,3.0,1.0
2122,62644,3.0,1.0
2123,62650,3.0,1.0
2124,62656,4.0,1.0
2125,62769,3.0,1.0
2126,62781,2.0,1.0
2127,62801,4.0,1.0
2128,62812,3.0,1.0
2129,62832,4.0,1.0
2130,62837,4.0,1.0
2131,62839,3.0,1.0
2132,62859,2.0,1.0
2133,62863,4.0,1.0
2134,62864,2.5,0.5
2135,62881,3.0,1.0
2136,62902,3.0,1.0
2137,62906,3.0,1.0
2138,62930,3.0,1.0
2139,62946,3.0,1.0
2140,62948,3.0,1.0
2141,62959,2.0,1.0
2142,62960,4.0,1.0
2143,62966,3.0,1.0
2144,63017,4.0,1.0
2145,63019,3.0,1.0
2146,63026,3.0,1.0
2147,63044,2.0,1.0
2148,63080,4.0,1.0
2149,63090,4.0,1.0
2150,63110,1.5,1.0
2151,63117,3.0,1.0
2152,63118,2.0,1.0
2153,63122,2.0,1.0
2154,63128,1.0,1.0
2155,63131,3.0,1.0
2156,63136,2.0,1.0
2157,63141,4.0,1.0
2158,63301,2.0,1.0
2159,63353,3.0,1.0
2160,63367,3.0,1.0
2161,63368,3.0,1.0
2162,63376,2.0,1.0
2163,63379,3.0,1.0
2164,63401,3.0,1.0
2165,63501,4.0,1.0
2166,63555,2.0,1.0
2167,63640,3.0,0.0
2168,63670,3.0,1.0
2169,63701,2.0,1.0
2170,63703,3.0,1.0
2171,63775,4.0,1.0
2172,63801,3.0,1.0
2173,63841,3.0,1.0
2174,63851,2.0,1.0
2175,63857,2.0,1.0
2176,63901,2.5,1.0
2177,63935,3.0,1.0
2178,64012,3.0,1.0
2179,64014,3.0,1.0
2180,64057,3.0,1.0
2181,64063,4.0,1.0
2182,64067,3.0,1.0
2183,64069,3.0,1.0
2184,64086,4.0,1.0
2185,64093,3.0,1.0
2186,64108,2.0,1.0
2187,64111,4.0,1.0
2188,64114,3.0,1.0
2189,64116,4.0,1.0
2190,64132,3.0,1.0
2191,64139,2.0,1.0
2192,64154,3.0,1.0
2193,64402,3.0,1.0
2194,64429,2.0,1.0
2195,64446,3.0,1.0
2196,64468,4.0,1.0
2197,64506,5.0,1.0
2198,64601,4.0,1.0
2199,64683,4.0,1.0
2200,64701,3.0,1.0
2201,64730,3.0,1.0
2202,64735,4.0,1.0
2203,64759,4.0,1.0
2204,64772,3.0,1.0
2205,64804,3.0,1.0
2206,64836,4.0,1.0
2207,65065,3.0,1.0
2208,65102,3.0,1.0
2209,65109,4.0,1.0
2210,65201,4.0,1.0
2211,65212,2.0,1.0
2212,65233,3.0,1.0
2213,65251,3.0,1.0
2214,65265,3.0,1.0
2215,65270,2.0,1.0
2216,65302,2.0,1.0
2217,65340,3.0,1.0
2218,65401,3.0,1.0
2219,65483,3.0,1.0
2220,65536,3.0,1.0
2221,65613,3.0,0.0
2222,65615,4.0,1.0
2223,65775,3.0,1.0
2224,65804,3.0,1.0
2225,65807,4.0,1.0
2226,66002,3.0,1.0
2227,66044,3.0,1.0
2228,66048,4.0,1.0
2229,66061,3.0,1.0
2230,66067,4.0,1.0
2231,66071,4.0,1.0
2232,66103,3.0,1.0
2233,66112,4.0,1.0
2234,66204,5.0,1.0
2235,66209,3.0,1.0
2236,66213,4.0,1.0
2237,66215,4.0,1.0
2238,66434,2.0,1.0
2239,66441,3.0,1.0
2240,66502,3.0,1.0
2241,66508,4.0,1.0
2242,66521,4.0,1.0
2243,66604,4.0,1.0
2244,66606,3.0,1.0
2245,66701,3.0,1.0
2246,66720,3.0,1.0
2247,66736,3.0,1.0
2248,66743,3.0,1.0
2249,66749,2.0,1.0
2250,66762,3.0,1.0
2251,66801,3.0,1.0
2252,66839,4.0,1.0
2253,66935,3.0,1.0
2254,66967,4.0,0.0
2255,67002,4.0,1.0
2256,67005,3.0,1.0
2257,67042,3.0,1.0
2258,67107,3.0,1.0
2259,67114,4.0,1.0
2260,67124,3.0,1.0
2261,67156,4.0,1.0
2262,67214,3.5,1.0
2263,67226,5.0,0.0
2264,67235,3.0,1.0
2265,67337,3.0,1.0
2266,67357,4.0,1.0
2267,67401,3.0,1.0
2268,67420,3.0,1.0
2269,67432,3.0,1.0
2270,67439,4.0,1.0
2271,67460,3.0,1.0
2272,67502,2.0,1.0
2273,67530,3.0,1.0
2274,67544,4.0,1.0
2275,67601,3.0,1.0
2276,67642,3.0,1.0
2277,67701,3.0,1.0
2278,67801,3.0,1.0
2279,67846,3.0,1.0
2280,67901,3.0,1.0
2281,67950,3.0,1.0
2282,68008,3.0,1.0
2283,68025,2.0,1.0
2284,68046,3.0,1.0
2285,68047,4.0,1.0
2286,68114,3.0,1.0
2287,68122,3.0,1.0
2288,68123,3.0,1.0
2289,68124,4.0,1.0
2290,68130,3.0,1.0
2291,68144,5.0,1.0
2292,68198,2.0,1.0
2293,68310,4.0,1.0
2294,68352,3.0,1.0
2295,68355,4.0,1.0
2296,68410,3.0,1.0
2297,68434,3.0,1.0
2298,68467,3.0,1.0
2299,68506,4.0,1.0
2300,68510,3.0,1.0
2301,68526,5.0,0.0
2302,68601,4.0,1.0
2303,68620,4.0,1.0
2304,68632,3.0,1.0
2305,68701,4.0,1.0
2306,68756,3.0,1.0
2307,68763,3.0,1.0
2308,68787,3.0,1.0
2309,68788,4.0,1.0
2310,68803,3.0,1.0
2311,68818,3.0,1.0
2312,68822,3.0,1.0
2313,68826,3.0,1.0
2314,68845,3.0,0.0
2315,68848,3.0,1.0
2316,68850,3.0,1.0
2317,68862,3.0,1.0
2318,68873,3.0,1.0
2319,68901,3.0,1.0
2320,68949,4.0,1.0
2321,69001,4.0,1.0
2322,69022,4.0,1.0
2323,69101,3.0,1.0
2324,69153,3.0,1.0
2325,69162,3.0,1.0
2326,69201,3.0,1.0
2327,69301,3.0,1.0
2328,69337,3.0,1.0
2329,69361,3.0,1.0
2330,70006,4.0,1.0
2331,70043,3.0,1.0
2332,70065,3.0,1.0
2333,70070,3.0,1.0
2334,70071,3.0,1.0
2335,70072,4.0,1.0
2336,70112,2.0,1.0
2337,70115,3.0,1.0
2338,70121,2.0,1.0
2339,70301,4.0,1.0
2340,70345,4.0,1.0
2341,70360,3.0,1.0
2342,70363,3.0,1.0
2343,70380,3.0,1.0
2344,70394,4.0,1.0
2345,70403,3.0,1.0
2346,70427,3.0,1.0
2347,70433,3.5,1.0
2348,70445,4.0,1.0
2349,70458,3.0,1.0
2350,70461,3.0,1.0
2351,70503,3.0,1.0
2352,70506,3.0,1.0
2353,70508,3.6666666666666665,1.0
2354,70510,3.0,1.0
2355,70526,2.0,1.0
2356,70546,3.0,1.0
2357,70554,3.0,1.0
2358,70562,3.0,1.0
2359,70570,3.0,1.0
2360,70586,4.0,1.0
2361,70601,3.0,1.0
2362,70605,3.0,1.0
2363,70634,3.0,1.0
2364,70663,4.0,1.0
2365,70737,3.0,1.0
2366,70760,3.0,1.0
2367,70791,2.0,1.0
2368,70806,3.0,1.0
2369,70808,2.0,1.0
2370,70816,4.0,1.0
2371,70817,3.0,1.0
2372,71040,4.0,1.0
2373,71052,3.0,1.0
2374,71055,4.0,1.0
2375,71075,4.0,1.0
2376,71082,3.0,1.0
2377,71103,2.5,1.0
2378,71105,4.0,1.0
2379,71111,5.0,1.0
2380,71201,4.0,1.0
2381,71202,3.0,1.0
2382,71220,2.0,1.0
2383,71232,3.0,1.0
2384,71241,3.0,1.0
2385,71254,3.0,1.0
2386,71263,3.0,1.0
2387,71269,3.0,1.0
2388,71270,2.0,1.0
2389,71291,2.0,1.0
2390,71295,2.0,1.0
2391,71301,3.0,1.0
2392,71342,3.0,1.0
2393,71351,3.0,1.0
2394,71418,3.5,0.5
2395,71446,3.0,1.0
2396,71449,3.0,1.0
2397,71457,4.0,1.0
2398,71463,3.0,1.0
2399,71465,3.0,1.0
2400,71483,3.0,1.0
2401,71603,2.0,1.0
2402,71635,3.0,1.0
2403,71653,3.0,1.0
2404,71654,3.0,1.0
2405,71655,3.0,1.0
2406,71671,4.0,1.0
2407,71701,4.0,1.0
2408,71731,3.0,1.0
2409,71754,2.0,1.0
2410,71801,3.0,1.0
2411,71852,3.0,1.0
2412,71901,2.0,1.0
2413,71903,2.0,1.0
2414,71923,3.0,1.0
2415,71953,3.0,1.0
2416,72015,3.0,1.0
2417,72031,3.0,1.0
2418,72034,3.0,1.0
2419,72076,2.0,1.0
2420,72104,3.0,1.0
2421,72117,3.0,1.0
2422,72118,5.0,1.0
2423,72120,2.0,1.0
2424,72143,3.0,1.0
2425,72160,4.0,1.0
2426,72205,2.0,1.0
2427,72211,4.0,1.0
2428,72315,2.0,1.0
2429,72335,2.0,1.0
2430,72342,2.0,1.0
2431,72396,4.0,1.0
2432,72401,2.0,1.0
2433,72450,2.0,1.0
2434,72455,3.0,1.0
2435,72503,2.0,1.0
2436,72543,3.0,1.0
2437,72560,3.0,1.0
2438,72576,2.0,1.0
2439,72601,3.0,1.0
2440,72616,3.0,1.0
2441,72653,3.0,1.0
2442,72703,3.0,1.0
2443,72736,4.0,1.0
2444,72758,4.0,1.0
2445,72761,3.0,1.0
2446,72764,3.0,1.0
2447,72801,3.0,1.0
2448,72830,3.0,1.0
2449,72833,3.0,1.0
2450,72902,2.0,1.0
2451,72917,3.0,1.0
2452,72956,3.0,1.0
2453,73005,3.0,1.0
2454,73018,3.0,1.0
2455,73034,3.0,1.0
2456,73036,3.0,1.0
2457,73044,4.0,1.0
2458,73070,4.0,1.0
2459,73075,3.0,1.0
2460,73077,3.0,1.0
2461,73080,4.0,1.0
2462,73086,3.0,1.0
2463,73096,3.0,1.0
2464,73099,3.0,1.0
2465,73101,3.0,1.0
2466,73104,1.0,1.0
2467,73109,3.0,1.0
2468,73110,2.0,1.0
2469,73112,3.5,1.0
2470,73114,5.0,1.0
2471,73120,4.0,1.0
2472,73135,3.0,1.0
2473,73159,5.0,1.0
2474,73401,3.0,1.0
2475,73446,3.0,1.0
2476,73460,3.0,1.0
2477,73505,3.0,1.0
2478,73523,3.0,1.0
2479,73533,3.0,1.0
2480,73601,3.0,1.0
2481,73644,3.0,1.0
2482,73651,3.0,1.0
2483,73701,4.0,1.0
2484,73750,4.0,1.0
2485,73801,3.0,0.0
2486,73942,3.0,1.0
2487,74006,2.0,1.0
2488,74010,3.0,1.0
2489,74012,4.0,1.0
2490,74017,3.0,1.0
2491,74023,3.0,1.0
2492,74055,3.5,1.0
2493,74076,4.0,1.0
2494,74104,2.0,1.0
2495,74127,2.0,1.0
2496,74133,3.3333333333333335,1.0
2497,74136,3.0,1.0
2498,74137,5.0,1.0
2499,74301,3.0,1.0
2500,74344,3.0,1.0
2501,74355,3.0,1.0
2502,74361,4.0,0.0
2503,74401,2.0,1.0
2504,74437,3.0,1.0
2505,74447,2.0,1.0
2506,74462,3.0,1.0
2507,74464,4.0,1.0
2508,74465,2.0,1.0
2509,74467,3.0,1.0
2510,74501,2.0,1.0
2511,74523,3.0,1.0
2512,74578,3.0,1.0
2513,74601,3.0,1.0
2514,74631,4.0,1.0
2515,74702,3.0,1.0
2516,74743,3.0,1.0
2517,74745,3.0,1.0
2518,74804,2.0,1.0
2519,74820,3.0,1.0
2520,74848,3.0,1.0
2521,74868,3.0,1.0
2522,74953,3.0,1.0
2523,74955,4.0,1.0
2524,74960,4.0,1.0
2525,75001,4.0,1.0
2526,75010,2.0,0.0
2527,75013,3.0,1.0
2528,75020,2.0,1.0
2529,75028,4.0,1.0
2530,75032,3.0,1.0
2531,75034,4.0,1.0
2532,75035,2.0,1.0
2533,75039,4.0,1.0
2534,75042,3.0,1.0
2535,75057,3.0,1.0
2536,75061,3.0,1.0
2537,75069,3.0,1.0
2538,75070,4.0,1.0
2539,75071,4.0,1.0
2540,75075,3.0,1.0
2541,75082,4.0,1.0
2542,75088,2.0,1.0
2543,75091,3.0,1.0
2544,75093,4.333333333333333,1.0
2545,75110,2.0,1.0
2546,75119,3.0,1.0
2547,75142,3.0,1.0
2548,75149,2.0,1.0
2549,75165,3.0,1.0
2550,75182,3.0,1.0
2551,75203,3.0,1.0
2552,75218,3.0,1.0
2553,75226,4.0,1.0
2554,75230,3.0,1.0
2555,75231,3.5,1.0
2556,75234,3.0,0.0
2557,75235,2.0,1.0
2558,75237,3.0,1.0
2559,75246,4.0,1.0
2560,75390,3.5,0.5
2561,75401,3.0,1.0
2562,75455,3.0,1.0
2563,75460,3.0,1.0
2564,75482,3.0,1.0
2565,75501,2.0,1.0
2566,75504,3.0,1.0
2567,75601,3.0,1.0
2568,75605,4.0,1.0
2569,75633,3.0,1.0
2570,75652,3.0,0.0
2571,75670,3.0,1.0
2572,75686,4.0,1.0
2573,75701,4.0,1.0
2574,75708,4.0,1.0
2575,75751,3.0,1.0
2576,75766,3.0,1.0
2577,75783,3.0,1.0
2578,75801,3.0,1.0
2579,75835,2.0,1.0
2580,75840,3.0,1.0
2581,75862,3.0,1.0
2582,75901,3.0,1.0
2583,75904,3.0,1.0
2584,75951,3.0,1.0
2585,75961,3.0,1.0
2586,75979,3.0,0.0
2587,76012,3.0,0.5
2588,76015,3.0,1.0
2589,76017,4.0,1.0
2590,76020,4.0,1.0
2591,76022,4.0,1.0
2592,76028,4.0,1.0
2593,76033,4.0,1.0
2594,76043,4.0,1.0
2595,76048,3.0,1.0
2596,76051,3.0,1.0
2597,76063,3.0,1.0
2598,76067,2.0,1.0
2599,76086,4.0,1.0
2600,76104,3.0,1.0
2601,76132,5.0,1.0
2602,76180,4.0,1.0
2603,76201,4.0,1.0
2604,76210,3.0,1.0
2605,76234,3.0,1.0
2606,76240,4.0,1.0
2607,76244,4.0,1.0
2608,76255,3.0,1.0
2609,76301,4.0,1.0
2610,76310,4.0,1.0
2611,76360,3.0,1.0
2612,76380,4.0,1.0
2613,76401,4.0,1.0
2614,76424,3.0,1.0
2615,76448,4.0,1.0
2616,76450,3.0,1.0
2617,76508,4.0,1.0
2618,76531,4.0,1.0
2619,76542,3.0,1.0
2620,76548,4.0,1.0
2621,76550,4.0,1.0
2622,76645,3.0,1.0
2623,76661,4.0,1.0
2624,76667,3.0,1.0
2625,76712,2.0,0.5
2626,76801,2.0,1.0
2627,76849,3.0,1.0
2628,76903,4.0,1.0
2629,76904,3.0,1.0
2630,77002,3.0,1.0
2631,77004,4.0,1.0
2632,77008,5.0,1.0
2633,77024,5.0,1.0
2634,77030,3.5,1.0
2635,77054,2.6666666666666665,1.0
2636,77058,3.0,1.0
2637,77065,2.0,1.0
2638,77070,3.0,1.0
2639,77082,3.0,1.0
2640,77090,2.0,1.0
2641,77091,2.0,1.0
2642,77094,4.0,1.0
2643,77304,2.0,1.0
2644,77325,3.0,1.0
2645,77338,4.0,1.0
2646,77340,2.0,1.0
2647,77351,3.0,1.0
2648,77375,3.0,1.0
2649,77384,2.0,1.0
2650,77414,3.0,1.0
2651,77418,3.0,1.0
2652,77429,3.0,1.0
2653,77437,3.0,1.0
2654,77469,3.0,1.0
2655,77478,3.0,1.0
2656,77479,4.0,1.0
2657,77488,3.0,1.0
2658,77494,4.0,1.0
2659,77504,2.0,1.0
2660,77505,4.0,1.0
2661,77521,3.0,1.0
2662,77555,2.0,1.0
2663,77566,3.0,1.0
2664,77598,3.0,1.0
2665,77640,3.0,1.0
2666,77701,3.0,1.0
2667,77702,3.0,1.0
2668,77802,3.0,1.0
2669,77833,3.0,1.0
2670,77842,3.0,1.0
2671,77845,4.0,1.0
2672,77901,5.0,1.0
2673,77902,3.0,1.0
2674,77954,4.0,1.0
2675,77979,4.0,1.0
2676,77995,4.0,1.0
2677,78026,3.0,1.0
2678,78028,3.0,1.0
2679,78041,3.0,1.0
2680,78044,3.0,1.0
2681,78102,3.0,1.0
2682,78114,3.0,1.0
2683,78119,3.0,1.0
2684,78130,3.0,1.0
2685,78155,3.0,1.0
2686,78205,3.0,1.0
2687,78207,4.0,1.0
2688,78224,2.0,1.0
2689,78229,2.5,1.0
2690,78232,4.0,1.0
2691,78258,5.0,1.0
2692,78332,3.0,1.0
2693,78336,3.0,1.0
2694,78363,3.0,1.0
2695,78404,3.0,1.0
2696,78412,4.0,1.0
2697,78414,4.0,1.0
2698,78503,4.0,1.0
2699,78520,3.0,1.0
2700,78526,3.0,1.0
2701,78539,3.0,1.0
2702,78550,4.0,1.0
2703,78572,4.0,1.0
2704,78582,3.0,1.0
2705,78596,4.0,1.0
2706,78611,3.0,1.0
2707,78613,2.0,1.0
2708,78624,5.0,1.0
2709,78629,3.0,1.0
2710,78640,4.0,1.0
2711,78643,4.0,1.0
2712,78648,3.0,1.0
2713,78664,3.5,1.0
2714,78666,3.0,1.0
2715,78681,4.0,1.0
2716,78701,2.0,1.0
2717,78704,4.0,1.0
2718,78705,4.0,1.0
2719,78734,3.0,1.0
2720,78746,4.0,1.0
2721,78758,4.0,1.0
2722,78759,4.0,1.0
2723,78834,3.0,1.0
2724,78840,3.0,1.0
2725,78852,3.0,1.0
2726,78861,4.0,1.0
2727,78934,3.0,1.0
2728,78945,4.0,1.0
2729,78957,3.0,1.0
2730,79007,3.0,1.0
2731,79045,3.0,1.0
2732,79065,4.0,1.0
2733,79072,3.0,1.0
2734,79106,3.5,1.0
2735,79201,4.0,1.0
2736,79316,3.0,1.0
2737,79336,3.0,1.0
2738,79410,3.0,1.0
2739,79412,4.0,1.0
2740,79415,3.0,1.0
2741,79416,4.0,1.0
2742,79501,3.0,1.0
2743,79512,3.0,1.0
2744,79553,3.0,1.0
2745,79556,4.0,1.0
2746,79601,4.0,1.0
2747,79606,3.0,1.0
2748,79701,3.0,1.0
2749,79714,3.0,1.0
2750,79720,2.0,1.0
2751,79735,3.0,1.0
2752,79761,2.5,1.0
2753,79772,2.0,1.0
2754,79830,3.0,1.0
2755,79902,1.6666666666666667,1.0
2756,79905,2.0,1.0
2757,79936,3.0,1.0
2758,79938,2.0,1.0
2759,80012,4.0,1.0
2760,80023,4.0,1.0
2761,80026,3.0,1.0
2762,80027,4.0,1.0
2763,80033,3.0,1.0
2764,80045,2.0,1.0
2765,80109,3.0,1.0
2766,80113,3.0,1.0
2767,80122,4.0,1.0
2768,80124,4.0,1.0
2769,80138,3.0,1.0
2770,80204,3.0,1.0
2771,80210,4.0,1.0
2772,80218,3.5,1.0
2773,80220,4.0,1.0
2774,80228,4.0,1.0
2775,80229,3.0,1.0
2776,80304,3.0,1.0
2777,80443,4.0,0.0
2778,80487,4.0,1.0
2779,80501,3.0,1.0
2780,80524,4.0,1.0
2781,80538,3.5,1.0
2782,80601,3.0,1.0
2783,80631,4.0,1.0
2784,80701,3.0,1.0
2785,80723,3.0,1.0
2786,80751,3.0,1.0
2787,80759,3.0,1.0
2788,80907,4.0,1.0
2789,80909,3.0,1.0
2790,81003,4.0,1.0
2791,81004,4.0,1.0
2792,81050,3.0,1.0
2793,81052,3.0,1.0
2794,81089,3.0,1.0
2795,81101,3.0,1.0
2796,81132,3.0,1.0
2797,81212,4.0,1.0
2798,81301,5.0,1.0
2799,81321,3.0,1.0
2800,81401,4.0,1.0
2801,81416,3.0,1.0
2802,81502,3.0,1.0
2803,81505,3.0,1.0
2804,81601,3.0,1.0
2805,81611,4.0,1.0
2806,81650,4.0,1.0
2807,81657,4.0,1.0
2808,82001,2.0,1.0
2809,82072,4.0,1.0
2810,82201,3.0,1.0
2811,82240,3.0,1.0
2812,82401,3.0,1.0
2813,82414,4.0,1.0
2814,82435,3.0,1.0
2815,82501,3.0,1.0
2816,82601,3.0,1.0
2817,82633,3.0,1.0
2818,82716,2.0,1.0
2819,82801,3.0,1.0
2820,82901,2.0,1.0
2821,82930,3.0,1.0
2822,83001,4.0,1.0
2823,83110,3.0,1.0
2824,83201,3.0,1.0
2825,83221,4.0,1.0
2826,83301,3.0,1.0
2827,83318,3.0,1.0
2828,83330,4.0,0.0
2829,83404,4.0,1.0
2830,83440,3.0,1.0
2831,83501,3.0,1.0
2832,83522,4.0,1.0
2833,83530,3.0,1.0
2834,83544,3.0,1.0
2835,83605,4.0,1.0
2836,83647,4.0,1.0
2837,83686,4.0,1.0
2838,83706,3.0,1.0
2839,83712,5.0,1.0
2840,83814,3.0,1.0
2841,83843,4.0,1.0
2842,83864,3.0,1.0
2843,84003,4.0,1.0
2844,84010,4.0,1.0
2845,84020,3.0,1.0
2846,84041,2.0,1.0
2847,84057,4.0,1.0
2848,84060,4.0,1.0
2849,84065,4.0,1.0
2850,84066,3.0,1.0
2851,84074,3.0,1.0
2852,84078,3.0,1.0
2853,84088,3.0,1.0
2854,84094,4.0,1.0
2855,84102,3.0,1.0
2856,84107,3.0,1.0
2857,84124,3.0,1.0
2858,84132,4.0,1.0
2859,84143,4.0,1.0
2860,84302,3.0,1.0
2861,84341,4.0,1.0
2862,84403,3.0,1.0
2863,84405,3.0,1.0
2864,84501,4.0,1.0
2865,84532,3.0,1.0
2866,84604,3.0,1.0
2867,84648,4.0,1.0
2868,84651,3.0,1.0
2869,84701,4.0,1.0
2870,84721,4.0,1.0
2871,84790,4.0,1.0
2872,85006,3.0,1.0
2873,85008,2.0,1.0
2874,85013,3.0,1.0
2875,85015,2.0,1.0
2876,85020,3.0,1.0
2877,85027,3.0,1.0
2878,85031,2.0,1.0
2879,85032,2.0,1.0
2880,85037,4.0,1.0
2881,85054,5.0,1.0
2882,85120,3.0,1.0
2883,85132,3.0,1.0
2884,85140,4.0,1.0
2885,85202,3.0,1.0
2886,85206,4.5,0.0
2887,85209,1.0,1.0
2888,85222,2.0,1.0
2889,85224,4.0,1.0
2890,85234,3.0,1.0
2891,85251,3.0,1.0
2892,85255,4.0,1.0
2893,85260,3.0,1.0
2894,85296,4.0,1.0
2895,85306,3.0,1.0
2896,85308,3.0,1.0
2897,85344,3.0,1.0
2898,85351,4.0,1.0
2899,85364,2.0,1.0
2900,85375,4.0,1.0
2901,85390,3.0,1.0
2902,85395,2.0,1.0
2903,85501,3.0,1.0
2904,85541,3.0,1.0
2905,85546,3.0,1.0
2906,85635,1.0,1.0
2907,85711,3.0,1.0
2908,85712,3.0,1.0
2909,85713,2.0,1.0
2910,85724,1.0,1.0
2911,85741,3.0,1.0
2912,85745,3.0,1.0
2913,85755,3.0,1.0
2914,85901,4.0,1.0
2915,86001,4.0,1.0
2916,86045,3.0,0.0
2917,86301,2.0,1.0
2918,86326,4.0,1.0
2919,86403,2.0,1.0
2920,86409,2.0,1.0
2921,86426,3.0,1.0
2922,86442,2.0,1.0
2923,86503,3.0,1.0
2924,87020,3.0,1.0
2925,87102,3.0,1.0
2926,87106,2.0,1.0
2927,87109,3.0,1.0
2928,87114,4.0,1.0
2929,87144,3.0,1.0
2930,87301,2.0,1.0
2931,87401,2.0,1.0
2932,87420,2.0,1.0
2933,87505,2.0,1.0
2934,87532,4.0,1.0
2935,87544,3.0,1.0
2936,87571,3.0,1.0
2937,87701,3.0,1.0
2938,87740,3.0,1.0
2939,88011,2.5,1.0
2940,88031,2.0,1.0
2941,88061,4.0,1.0
2942,88101,3.0,1.0
2943,88130,3.0,1.0
2944,88201,2.5,1.0
2945,88210,3.0,1.0
2946,88220,3.0,1.0
2947,88240,2.0,1.0
2948,88260,3.0,1.0
2949,88310,2.0,1.0
2950,88345,3.0,1.0
2951,89005,3.0,1.0
2952,89015,3.0,1.0
2953,89027,3.0,1.0
2954,89030,2.0,1.0
2955,89048,4.0,1.0
2956,89052,1.0,1.0
2957,89102,1.0,1.0
2958,89106,1.0,1.0
2959,89109,1.0,1.0
2960,89113,2.0,1.0
2961,89118,2.0,1.0
2962,89119,1.0,1.0
2963,89128,2.0,1.0
2964,89144,3.0,1.0
2965,89148,3.0,1.0
2966,89149,2.0,1.0
2967,89410,3.0,1.0
2968,89415,3.0,1.0
2969,89434,3.0,1.0
2970,89445,3.0,1.0
2971,89502,1.0,1.0
2972,89503,3.0,1.0
2973,89521,4.0,1.0
2974,89703,3.0,1.0
2975,89801,3.0,1.0
2976,90012,3.0,0.0
2977,90015,2.0,1.0
2978,90017,3.0,1.0
2979,90023,2.5,1.0
2980,90026,4.0,0.0
2981,90027,2.5,1.0
2982,90028,3.0,1.0
2983,90033,2.6666666666666665,0.6666666666666666
2984,90034,3.0,1.0
2985,90036,2.0,1.0
2986,90048,4.0,1.0
2987,90057,4.0,1.0
2988,90095,3.0,1.0
2989,90241,3.0,1.0
2990,90242,3.0,1.0
2991,90247,3.0,1.0
2992,90255,2.0,1.0
2993,90262,3.0,1.0
2994,90291,4.0,1.0
2995,90301,4.0,1.0
2996,90404,4.0,1.0
2997,90502,2.0,1.0
2998,90503,3.0,1.0
2999,90509,3.0,1.0
3000,90602,3.0,1.0
3001,90605,3.0,1.0
3002,90623,3.0,1.0
3003,90640,3.0,1.0
3004,90650,2.0,1.0
3005,90710,3.0,1.0
3006,90712,3.0,1.0
3007,90716,3.0,1.0
3008,90720,2.0,1.0
3009,90732,3.0,1.0
3010,90804,2.0,1.0
3011,90806,2.5,1.0
3012,90813,3.0,1.0
3013,91006,5.0,1.0
3014,91109,4.0,1.0
3015,91204,3.0,1.0
3016,91206,4.0,1.0
3017,91209,2.0,1.0
3018,91307,3.0,1.0
3019,91325,2.0,1.0
3020,91342,2.0,1.0
3021,91346,4.0,1.0
3022,91352,2.0,1.0
3023,91355,3.0,1.0
3024,91356,2.0,1.0
3025,91360,3.0,1.0
3026,91367,3.0,1.0
3027,91402,3.0,1.0
3028,91403,2.0,1.0
3029,91406,2.0,1.0
3030,91436,3.0,1.0
3031,91505,3.0,1.0
3032,91706,3.0,1.0
3033,91710,4.0,1.0
3034,91723,2.0,1.0
3035,91733,3.0,0.0
3036,91740,3.5,1.0
3037,91754,3.0,1.0
3038,91763,3.0,1.0
3039,91767,3.0,1.0
3040,91773,3.0,1.0
3041,91776,4.0,1.0
3042,91786,2.0,1.0
3043,91801,4.0,1.0
3044,91911,4.0,0.0
3045,91942,3.0,1.0
3046,91950,3.0,1.0
3047,92024,4.0,1.0
3048,92025,3.0,1.0
3049,92037,5.0,0.5
3050,92056,2.0,1.0
3051,92064,3.0,1.0
3052,92103,3.0,1.0
3053,92118,4.0,1.0
3054,92120,3.0,1.0
3055,92123,4.0,1.0
3056,92201,2.0,1.0
